topicName,subtopic,sub-subgroup,tweet,hashtags,emojis,Date
Sports,Soccer,,"RT @ManUtd: Read our interview with @WayneRooney, who's looking forward to playing under Jose Mourinho: https://t.co/YXHY8h1yox https://t.co/M1dH9Wphuv",,,18-Apr-12
Art and Entertainment,Music,,@higeorgeshelley @lilahparsons true,,,24-Feb-14
Art and Entertainment,Comedy,,RT @PaddyMcGuinness: Those One Direction lads are all over this years @socceraid 👍🏼 wee @NiallOfficial assistant manager for rest of the world!,,1,5-Feb-13
Sports,Soccer,,"RT @GaryLineker: Dier-bloody-bolically brilliant freekick. England looking good here. Decent shape, patient, threatening.",,,12-Apr-14
Sports,Basketball,,RT @Dame_Lillard: Bron #Respect,Respect,,19-Mar-13
Art and Entertainment,Music,,RT @elliegoulding: @TheRealAshlynnn You guys are the absolute best x,,,9-Jun-16
Sports,Soccer,,RT @FullTimeDEVILS: Sir Alex waiting for Ronaldo like a proud Dad! ☺️  https://t.co/dQfbVpKcoB #MUFC,MUFC,relaxed,28-Feb-12
Sports,Baseball,,RT @PlayBall: .@Nationals get some work in with more than 130 children of military personnel at Andrews Air Force Base. #PlayBall https://t.co/f9Mt1PhjTe,PlayBall,,3-Feb-14
Sports,Soccer,,"RT @NiallOfficial: @FAIreland holy moly! We're in. What a performance , how we didn't win that 3/4 nil, I've no idea .onto Sunday .cant wait",,,29-Jan-15
Art and Entertainment,Music,,RT @JohnFeldy: THE BEST DAY YESTERDAY thank you @ashton5sos @Calum5SOS for helping write an amazing jam with… https://t.co/0dmGVpxieR,,,31-Oct-13
Sports,Baseball,,RT @MLB: It's an even year. The @SFGiants were bound to top the @MLB.com Power Rankings at one point. https://t.co/xI0WeW6nfE https://t.co/IF6GVn3v3X,,,24-Dec-13
Art and Entertainment,Music,,RT @Calum5SOS: I guess you're just what I needed,,,17-Jun-16
Sports,Sports News,,"RT @br_uk: #POR at #EURO2016:

Third in their group.

Only one win in 90 minutes.

Champions 🏆 https://t.co/WyukEGlqoJ","POR,EURO2016",trophy,11-Jul-16
Sports,Formula 1,,"RT @JensonButton: Another horrific attack, My heart goes out to all the people affected by this disgusting attack on innocent lives. #JeSuisNice 🇫🇷",JeSuisNice,fr,3-Jul-16
Art and Entertainment,Movies and TV,TV,RT @colesprouse: The key to a successful Tumblr is a balance between pictures of pale buttcheeks on bedsheets and sweeping private landscapes with pale butts,,,9-Sep-15
Art and Entertainment,Music,,"RT @billboard: .@FifthHarmony release powerful new song, #WriteOnMe https://t.co/iExZvR3Xaq https://t.co/a4Qf40fJKM",WriteOnMe,,14-Mar-16
Art and Entertainment,,,RT @HayesGrier: I need to go on trip somewhere,,,2-Mar-12
Art and Entertainment,Social Media,YouTube,"RT @Vevo_UK: There's 'A Change Of Heart' in @The1975's latest video: https://t.co/dae7NIMhwn
https://t.co/FVyXOW80Xs",,,10-Dec-13
Sports,Soccer,,@Lexus7Sanchez @Arsenal @OL According to ?,,,21-Jun-14
Sports,Weightlifting,,RT @NastiaLiukin: Dancing reunion 💃🏼 @ShawnJohnson @HayesGrier @souleschris https://t.co/vUo8bAK4qF,,dancer,26-Oct-12
Sports,Mixed Martial Arts,,RT @ufc: Guess what? IT'S TIIIIIIIIIME!!!! #UFCRotterdam main event on deck: @AlistairOvereem vs @AndreiArlvoski NOW on @FS1! https://t.co/lyTxuJGpH2,UFCRotterdam,,19-Jan-16
Art and Entertainment,Music,,@Michael5SOS we missed so much darling,,,11-May-15
Sports,Soccer,,"RT @MrWeisGuy: Good fight by Harrison to get back possession, Lampard's shot goes just high, tipped by Frei. Really good look for @NYCFC
#SEAvNYC, 0-1, 56'",SEAvNYC,,11-Aug-15
Sports,Sports News,,"RT @espn: Caught 22!

Serena Williams is the #Wimbledon women's champ &amp; ties Steffi Graf for most Grand Slams in the Open Era. https://t.co/R2xfQfjxF8",Wimbledon,,16-May-12
Sports,Basketball,,"RT @LAClippers: Take a look at @blakegriffin32's all-new Jordan https://t.co/QFGNkavZfo 5.
📷 https://t.co/D0w1jmys8i
#JumpmanJumpman https://t.co/b1MLolNhS8",JumpmanJumpman,camera,20-Apr-14
Sports,Baseball,,RT @statcast: .@JaffDecker22 makes the grade with a 98.0 route efficiency: https://t.co/R9OgTrcNQp 📓📓📓 https://t.co/EhkTfURV4I,,"notebook,notebook,notebook",3-Oct-14
Sports,Cheerleading,,"RT @cheerUPDATES: Cheer Athletics Cheetahs LGCOED5:
Updated After Video Review
1 OOB, 1 Early Dismount (COED)

#Worlds2016 https://t.co/5zEacJZtTj",Worlds2016,,10-Apr-16
Art and Entertainment,Music,,RT @5SOS: SLFL // HERNING https://t.co/XlxS9bCRJw,,,8-Jun-14
Sports,Tennis,,"RT @Wimbledon: Together again... 

#Wimbledon https://t.co/yHDdbR8QX0",Wimbledon,,27-Oct-15
Art and Entertainment,Movies and TV,,@NathanFillion who would win deadpool or Capt mal?🙅@NathanFillion @VancityReynolds,,no_good,9-May-12
Sports,Football,,RT @ArianFoster: internet made music so accessible that the appreciation for quality died. artists are forced to feed the masses quantity. it dilutes the art,,,17-Feb-16
Sports,Wrestling,,"RT @WWE: ""I WILL NOT have @WWERomanReigns tarnish my legacy!! His career is a JOKE!!"" - @WWERollins #RAW https://t.co/BSAXmZfpVu",RAW,,14-Jun-15
Sports,Golf,,RT @ErikCompton3: Thx @FootJoy for the #MyJoy #DonateLife kicks! Want to win &amp; design ur own customs? Just RT. I'll pick winner Sunday https://t.co/ZGMrN03Qqa,"MyJoy,DonateLife",,24-Dec-14
Sports,Wrestling,,RT @IISuperwomanII: BREAKING NEWS: my name is now Lily and not Lilly because @TheRock says so and that last L can go eff itself. ❤️🙏🏽💁🏽 https://t.co/ECVb8mnFCo,,"heart,pray,information_desk_person",15-Jul-12
Sports,Basketball,,@carmeloanthony @Jumpman23 greatness,,,27-May-14
Art and Entertainment,Music,,RT @FifthHarmony: WE did that... #AIMHvideo 💪 Thanks @fettywap 💕 https://t.co/isZedptwKJ,AIMHvideo,"muscle,two_hearts",23-Apr-14
Sports,Tennis,,"RT @geniebouchard: Day 7 with no phone update: withdrawal symptoms decreasing, notice an increase in attention span and patience... 😂",,joy,24-Jul-16
Art and Entertainment,Music,,"RT @TheTide: Phone
Shoes
Shirt 
-Nate https://t.co/QTWjMm9TJg",,,21-Jul-16
Art and Entertainment,Music,,RT @TheTideDrew: Just be yourself,,,17-Jan-13
Sports,Cricket,,RT @IPL: .@virendersehwag and @imVkohli along with their respective teams have arrived at the stadium #RCBvKXIP #VIVOIPL https://t.co/rxLtO0cPIX,"RCBvKXIP,VIVOIPL",,25-Jan-13
Sports,Football,,"RT @AtlantaFalcons: .@Seahawks come on, @Eagles. That's Falcon ridiculous. https://t.co/vDSnRJOKfP",,,22-Jan-12
Sports,Soccer,,RT @UEFAEURO: .@aaronramsey wins the @carlsberg Man of the Match award for #RUSWAL 👏 https://t.co/QFULRw3JA5,RUSWAL,clap,16-May-12
Sports,Sports News,,Treat Yo Self: Athlete Edition https://t.co/13GeRsHPTn via @bleacherreport,,,3-Jun-15
Art and Entertainment,Social Media,YouTube,"@EthanDolan 

https://t.co/xrXTbefsBx

Make sure to 👍🏽 it!

 #DolanTwinsNewVideo X30",DolanTwinsNewVideo,1,10-Jul-14
Art and Entertainment,Movies and TV,TV,RT @SierraNMcCormic: Happy 4th from @JoeyKingActress and I!!! https://t.co/N8UTgV9tqO,,,9-Feb-15
Art and Entertainment,Music News,,"RT @OneDrecti0nFans: 21.) The boys in denim for the No Control ""music video"" and of course, the iconic dance steps they were taught. https://t.co/nTThv1Hbin",,,14-Nov-15
Sports,Soccer,,RT @AVFCOfficial: We can also confirm that @StanPetrov19 will join the squad for the training camp in Austria. #AVFC https://t.co/WaCBM33bAa,AVFC,,10-Apr-16
Sports,Sports News,,"RT @Sports_Greats: When you walk up to opportunities door, don't knock... Kick it in, smile and introduce yourself. -Dwayne Johnson",,,3-Nov-15
Sports,Gymnastics,,"RT @FloGymnastics_: ""When your athletes know that you love them and you care about them as a person, they’ll do anything for you."" TMM: https://t.co/clcUESBNgy",,,25-Jun-16
Sports,Olympics,,RT @jtimberlake: USA! USA! USA! Thank you @TeamUSA and best of luck in Rio!!! We will be cheering you on! --JT  https://t.co/jTIirRyyvM,,,24-Jul-16
Sports,Soccer,,RT @ManUtd: Tony Martial scores again! #mufc https://t.co/aawPOnwAbE,mufc,,12-Jan-12
Sports,Basketball,,"RT @NBA: Join us in wishing Chris ""Birdman"" Andersen a HAPPY 38th BIRTHDAY! #NBABDAY https://t.co/0Znk9iElGk",NBABDAY,,27-Feb-13
Sports,Wrestling,,"RT @TheRock: Thanks @USATODAY for the 💪🏾#ballers review. Ambition and keepin' it real. NEW SEASON tomorrow night 10pm on @HBO 

 https://t.co/Xy2dSEebS4",ballers,muscle,26-Dec-14
Art and Entertainment,Music,,RT @alexander_olly: come ere pupper https://t.co/ue1gbn7PlJ,,,21-Nov-13
Sports,NASCAR,,"RT @NASCARonNBC: .@KurtBusch WINS @poconoraceway!

 We'll have in-depth coverage of the #Axalta400 on NASCAR America at 5PM! https://t.co/p6IfZ9iMwH",Axalta400,,18-Jul-14
Sports,Wrestling,,RT @WWE: The action begins TONIGHT with @WWE #MITB Kickoff at 7e/4p followed by #WWE #MITB 2016 LIVE at 8e/5p on @WWENetwork! https://t.co/QU5LE6BkzH,"MITB,WWE,MITB",,7-Aug-14
Art and Entertainment,Music,,@NathanSykes My #TeenChoice nominee for #ChoiceNextBigThing is @NathanSykes!!,"TeenChoice,ChoiceNextBigThing",,13-Feb-13
Sports,Soccer,,"RT @SpursOfficial: ""A great signing for Spurs &amp; a great move for Vincent"" 

@rafvdvaart on @vincentjanssen_ - https://t.co/5qTSjmukmi https://t.co/zp1aocfA7K",,,9-Jun-15
Art and Entertainment,Music,,@AshleyBanjo @wizkidayo https://t.co/q941XC4JgE hi would you like to make a donation to my page to help me get a wheelchair?,,,1-May-12
Sports,Sports Apparel,,"RT @boostVIBES: We've partnered up with @FinishLine for a #Boosted Wednesday weekly giveaway on 6.29.16 🗓 Stay tuned
#boostvibes https://t.co/0IW6yRCvzT","Boosted,boostvibes",,21-Jul-14
Sports,Soccer,,RT @stephen_james: COME ON @ussoccer !!! 🇺🇸,,us,1-Aug-15
Art and Entertainment,Radio,,"RT @TheVampsUKNews: ITS TRUE!!!

@TheVampsband will be joining @CapitalOfficial at #CapitalSTB at Wembley Stadium June 11th! https://t.co/P22787sLUT",CapitalSTB,,26-Jan-16
Sports,Basketball,,The @warriors will #DubPeat at home! #DubNation https://t.co/RmAs7fOTjC,"DubPeat,DubNation",,5-Oct-14
Sports,Wrestling,,"whoa that sounds lit af if it was just me, @Drake and @TheRock  https://t.co/wMSjEGL3oU",,,26-Dec-12
Sports,Wrestling,,RT @usosfanpage2: #WWEDraft is finally here!! Wonder where @WWEUsos will end up??😏 either way I'll always support them!❤️😊 https://t.co/uezMl6weiu,WWEDraft,"smirk,heart,blush",8-Jan-16
Art and Entertainment,Music,,RT @nickjonas: So @ddlovato and I have some news for my buddy @ElvisDuran… I’ll drop by tomorrow 7:40am eastern,,,13-Jul-15
Art and Entertainment,Movies and TV,TV,RT @PaddyMcGuinness: Shirt signing with this young whipper snapper @Louis_Tomlinson for #UNICEF #SoccerAid https://t.co/zwDq4cSX4R,"UNICEF,SoccerAid",,3-Apr-15
Sports,Sports News,,RT @SportsNation: BREAKING: Monstars considering taking vet minimum to play with @warriors next season https://t.co/Zaf1QAcswS,,,8-Jul-12
Sports,Soccer,,RT @LCFC: Leicester City. Champions of England. https://t.co/WRwfysTn2N,,,22-Feb-12
Art and Entertainment,Music,,@justinbieber draw me,,,6-Aug-16
Sports,Mixed Martial Arts,,RT @TWooodley: Great seeing @ddlovato at the fights. She looks like a fighter when I see her train at @Unbreakable 💪🏻 https://t.co/CiUSTlfFA2,,muscle,17-Oct-14
Sports,Cricket,,RT @Picswithastory: How it feels to live with social anxiety https://t.co/7UJ45BE1OX,,,22-Dec-12
Sports,Ice Hockey,,RT @BGALLY17: Enter sandman...#Lesner 🇨🇦,Lesner,,14-Jun-13
Art and Entertainment,Music,,"RT @sandybeales: @NiallOfficial @socceraid Yes mate!! thats awesome, its a coaching Dreamteam!",,,18-Jul-16
Art and Entertainment,Entertainment News,,RT @sugarscape: Louis Tomlinson addresses 'f**ked up' privacy laws as Danielle Campbell is papped topless 😡 https://t.co/j5HBRYcNnn https://t.co/B1jgwNDGJh,,rage,1-Sep-15
Sports,Baseball,,RT @Dbacks: Desert rain. 💦 https://t.co/VnQ7QkrpdY,,sweat_drops,1-Jun-13
Sports,Soccer,,"RT @juventusfcen: A perfect @Cuadrado cross picks out @AlvaroMorata at the back post. 
What a finish. What an impact. 
#MilanJuve https://t.co/U1HOqtHZQE",MilanJuve,,2-Apr-16
Art and Entertainment,Music News,,"RT @OneDrecti0nFans: Directioners are returning on Twitter Fandom &amp; One Direction: 

#1DIsBack https://t.co/EUT8ddN746",1DIsBack,,3-Mar-13
Sports,Soccer,,"RT @BSchweinsteiger: Wishing you the very best to your birthday, @woodyinho! Enjoy! 🎊 https://t.co/IT8pnUUDnq",,confetti_ball,24-Feb-12
Sports,Tennis,,"RT @Wimbledon: It's time...

#Wimbledon https://t.co/WBFndpeOxM",Wimbledon,,23-Apr-15
Art and Entertainment,Music,,RT @FiveSOSHelper: @5SOS 5 seconds of rock cmon i was funny and my photoshop skills are👌🏻 https://t.co/5D5Hky8CSe,,ok_hand,14-Jun-12
Sports,Wrestling,,RT @TheRock: NY state of mind. #ballers premieres &amp; gets lit this SUNDAY! @HBO 10PM https://t.co/0lx8B6obFZ,ballers,,6-Oct-15
Sports,Gymnastics,,"RT @USAGym: Here they are: @Simone_Biles, @lzhernandez02, @Aly_Raisman, @gabrielledoug and @MadisonKocian! #RioReady https://t.co/AVOjI3ItJM",RioReady,,12-Feb-12
Sports,Soccer,,#uclfinal Can @atletienglish still get the win against @realmadriden? no.,uclfinal,,21-Dec-15
Art and Entertainment,Movies and TV,TV,RT @BrandonRowland: OMG I CANT BELIEVE WE GOT NOMINATED FOR #ChoiceSnapchatter FOLLOWING PEOPLE WHO VOTE FOR ME 😱😭❤️❤️ @TeenChoiceFOX,ChoiceSnapchatter,"scream,sob,heart,heart",23-Jul-16
Sports,Soccer,,RT @GuillemBalague: All confirmed. @1victorvaldes is a new @Boro player. His medical will be tomorrow,,,24-Jan-12
Art and Entertainment,Movies and TV,TV,@TeenChoiceFOX My #TeenChoiceNominee is @BrandonRowland for #ChoiceSnapchatter andd #ChoiceNextBigThing 😍Follow Me 😍X6,"TeenChoiceNominee,ChoiceSnapchatter,ChoiceNextBigThing","heart_eyes,heart_eyes",17-Feb-14
Sports,Soccer,,RT @premierleague: Spurs have never won at Stamford Bridge in the #BPL - is it time to end the hoodoo? #CHETOT https://t.co/UiDMZYoTIJ,"BPL,CHETOT",,14-Feb-14
Art and Entertainment,Shows and Events,,RT @GrandSlamEvents: *APR2016 (21)* Retweet this to enter our £20 Amazon voucher #competition (T&amp;C on website) https://t.co/TUfb2tOHLT via @GrandSlamEvents,competition,,25-Feb-14
Art and Entertainment,Comics and Animation,,RT @Dory: Twitter the past 48 hours https://t.co/fUR8Whd2XM,,,22-Sep-12
Sports,Soccer,,Check out these Swedish and Irish fans singing ABBA together at @UEFAEURO 2016! https://t.co/iEABnzzDok https://t.co/lBSQ0QdjMK,,,5-Mar-13
Sports,Soccer,,"RT @teamginola: Hello world, never slept better. I'm fine, just need to rest a bit. Thank you so much all of you for your magnificent support.",,,25-Jan-15
Sports,Cricket,,RT @GraemeSmith49: England the only side to exit Europe twice in a week!!,,,16-Jun-15
Art and Entertainment,Music,,@50One50 @Browsy_ @xtina @AppleMusic @Compassion_Fund sure omg you 2 are too funny bye yall can fight ciaras fans😂😂😂😂,,"joy,joy,joy,joy",5-Dec-15
Sports,Wrestling,,"RT @WWE: WWE Superstar @iLikeSamiZayn has a special message for the Muslim members of the @WWEUniverse! #RamadanKareem
https://t.co/AvEuvFIoKF",RamadanKareem,,15-Apr-15
Sports,Soccer,,"RT @UEFAEURO: Only one goal in the opening 45 and it's come for Albania.
#EURO2016 #ALB https://t.co/KKZPihumQi","EURO2016,ALB",,28-Sep-13
Sports,Wrestling,,RT @IMPACTWRESTLING: Breaking News: @fightbobby challenges @GallowaySpeaks for the TNA World Championship one week from tonight! #IMPACTonPop,IMPACTonPop,,10-Aug-16
Sports,Sports Apparel,,RT @adidasoriginals: Celebrating equality. The Pride Pack is available now and proceeds from every sale go to @stonewalluk https://t.co/PDgaWxYdyA,,,29-May-13
Art and Entertainment,Movies and TV,TV,@BBCR1 listening while watching #HitTheRoad @E4Tweets @Caspar_Lee @Joe_Sugg and loving it! Can't wait to see her in July now!xxx,HitTheRoad,,19-Nov-15
Art and Entertainment,Music News,,RT @the1Dscene: #HQ | Louis shopping with Lou at Paul Smith in LA yesterday 03.05.2016 | (13-16) https://t.co/n8Hx4Pn19G,HQ,,19-Aug-16
Art and Entertainment,Movies and TV,TV,"RT @lynnreinke: The LBJ biopic ""All the Way"" was excellent on @HBO. @BryanCranston &amp; @MelissaLeo transported me back to '60s. History so relevant today.",,,24-May-14
Art and Entertainment,Social Media,YouTube,RT @RomanAtwood: THIS is insane!! Biggest giveaway I have ever seen for such a HUGE good cause! Please share https://t.co/goxNTI2pxE,,,29-Dec-15
Art and Entertainment,Social Media,YouTube,follow me @jacobsartorius x59,,,21-Mar-12
Art and Entertainment,Social Media,YouTube,RT @Caspar_Lee: Yayyyyy go Joseph Thatcher!!! #UsernameRegenerated,UsernameRegenerated,,13-Jun-13
Sports,Sports News,,"RT @SportsCenter: BREAKING: Tim Duncan announces that he will retire after 19 seasons with the Spurs.
https://t.co/xIA4wjmjLi",,,5-Jun-13
Art and Entertainment,Movies and TV,Movies,@Caradelevingne Only 57 y/o...,,,30-Apr-13
Sports,Wrestling,,RT @WWE: The #LunaticFringe @TheDeanAmbrose battles @IAmJericho THIS SUNDAY at #WWEPayback! #RAWPreShow https://t.co/gqFroh8CUY,"LunaticFringe,WWEPayback,RAWPreShow",,10-Oct-15
Art and Entertainment,,,"RT @taylorswift13: I'll never be able to thank you enough, @JosephKahn @kendricklamar @selenagomez @karliekloss @iammarthahunt @LilyAldridge @Caradelevingne",,,28-Mar-16
Sports,Golf,,"RT @Challenge_Tour: Exciting times for all CT (and 1D) fans - @NiallOfficial's new company is a #NIOpen partner

https://t.co/R006zPWXKr https://t.co/aoZgk86fjK",NIOpen,,9-Oct-15
Sports,Wrestling,,RT @WWE: Can @JohnCena win his way into the @WWE Title Match at #WWEBattleground? Find out LIVE NOW on @USA_Network! #RAW https://t.co/qHfzOXcCO2,"WWEBattleground,RAW",,28-Mar-13
Art and Entertainment,Social Media,YouTube,RT @taylorcaniff: Them moves 🔥🔥 https://t.co/zR80GQtbT0,,"fire,fire",31-May-12
Art and Entertainment,,,"RT @camerondallas: Who's coming to @MAGCONTOUR?! 😊

San Fran ..... 3/19 &amp; 3/20

Minneapolis ..... 4/2 &amp; 4/3

Seattle ..... 4/9 &amp; 4/10

Dallas ..... 4/23 &amp; 4/24",,blush,6-May-13
Sports,Wrestling,,RT @WWE: The #HighlightReel was officially back on #SmackDown as @IAmJericho hosted @FightOwensFight's rival @iLikeSamiZayn! https://t.co/WpAqWga0Lx,"HighlightReel,SmackDown",,21-Mar-13
Sports,Motorcycling,,RT @alo_oficial: One team. One color. Make us proud in Rio! #teamOakley @oakley @apaggio https://t.co/VDnSk6Rg5d,teamOakley,,13-Sep-15
Sports,Soccer,,RT @UEFAEURO: Next it's the final round of 16 match as #ENG face #ISL in Nice. Here's how the teams line up. #ENGISL #EURO2016 https://t.co/XcPewYSsGp,"ENG,ISL,ENGISL,EURO2016",,30-Nov-12
Art and Entertainment,Comedy,,"RT @howiemandel: Hello @Louis_Tomlinson, and hello @Louis_Tomlinson's hair. #AGTisON https://t.co/uNmzZ0aAaw",AGTisON,,20-Mar-16
Art and Entertainment,Social Media,YouTube,@wollfies @DUALIPA @selenagomez @charlieputh @princesspiamia @zaynmalik @justinbieber look,,,19-Apr-12
Sports,Wrestling,,@TheRock @WWE cool the People champ 😂😂😂👌👳,,"joy,joy,joy,ok_hand,man_with_turban",26-Mar-16
Sports,Boxing,,"RT @RealCFrampton: Whoever said nice guys finish last need to have a look at @ant_crolla. Brilliant, gutsy performance",,,3-Sep-14
Art and Entertainment,Comedy,,RT @njhxhadid: You're amazing just the way you are✨ @Caspar_Lee https://t.co/b5ActdM3Dw,,sparkles,29-Jul-15
Art and Entertainment,Comedy,,RT @Joe_Sugg: Watching the news and it's 90% Violence... Baffles and saddens me how people have it in them to hurt others.,,,4-Jan-12
Sports,Soccer,,RT @NiallOfficial: @ollyofficial @vardy7 id say he'd down the pint and eat the glass aswell. 😄,,smile,9-Jun-12
Sports,Wrestling,,RT @WWEUniverse: Back to the drawing board for @Goldust... #RAW @WWEFandango @MmmGorgeous @RonKillings https://t.co/VF49i8OkGI,RAW,,8-Feb-13
Art and Entertainment,Comics and Animation,,RT @SuicideSquadWB: No mercy. #Katana #SuicideSquad @KarenFukuhara https://t.co/JfyMai4fM5,"Katana,SuicideSquad",,20-Oct-14
Sports,Soccer,,RT @NiallOfficial: Absolutely delighted to say that I'll be joining mr . Ranieris  management team for @socceraid . Really is going to be a week to remember .,,,19-Dec-15
Art and Entertainment,,,RT @TheMattEspinosa: me n kris bouta kill it  @krisfade make sure to tune in tomorrow morning,,,19-Mar-13
Art and Entertainment,Social Media,YouTube,RT @jccaylen: I gots the best neighbors in LA https://t.co/UWgjB3vkIl,,,3-Feb-16
Art and Entertainment,Music,,Jennifer Lopez - Ain't Your Mama @JLo all love ❤️ amazing song and perfect msg lol #aintyourmama  https://t.co/9PvNWiG4oM,aintyourmama,heart,7-Jun-12
Sports,Basketball,,RT @TripleH: An unprecedented comeback and a long overdue @NBA Championship... THAT is something to celebrate. Congrats @cavs! https://t.co/dPmnnR6mP3,,,30-Sep-15
Art and Entertainment,Music,,RT @NiallOfficial: @LawsonAdam no it's fine . We'll take hull please . 6-0 on aggregate this season . See ya at Wembley.,,,18-May-12
Art and Entertainment,Movies and TV,TV,RT @extratv: .@JustinBieber is up for #SocialMediaKing at the #TeenChoice Awards! https://t.co/YxToXaUuFs #Beliebers https://t.co/l2HJbEqe12,"SocialMediaKing,TeenChoice,Beliebers",,5-Nov-13
Sports,Wrestling,,RT @WWE: Look at the impact of this dropkick by @WWE World Hvt. Champion @WWERomanReigns! #RAW #RomanvsDelRio https://t.co/8xgVIwStCX,"RAW,RomanvsDelRio",,12-Aug-14
Sports,Soccer,,RT @ZIatanFacts: Zlatan had to help Joe Hart save a word document. #ZlatanFacts,ZlatanFacts,,26-Jan-16
Art and Entertainment,Music,,"RT @kailawtvr: mindless, spineless, and pretend::..:
thank yøu @tylerrjoseph 
#fanartfriday #chicagoroadshow |-/ https://t.co/G3D9aEMkXn","fanartfriday,chicagoroadshow",,18-Oct-15
Sports,Wrestling,,RT @WWERomanReigns: Run while you still can ... just know you can't park a getaway car ringside at @WrestleMania. #nowheretorun #IWillAgain,"nowheretorun,IWillAgain",,19-Jun-13
Art and Entertainment,Music,,"Retweeted Encore Beach Club (@EncoreBeachClub):

EDM’s most interesting artist @MarshmelloMusic dives into... https://t.co/rjW9HUuaoy",,,14-Jan-12
Sports,Soccer,,RT @henrywinter: Roof open. Raining. Lille. #WALBEL https://t.co/gxDAvpS7IH,WALBEL,,21-Jan-12
Art and Entertainment,Music,,"RT @LittleMix: Feeling like a good #Hair day today 😜😆 Who's listening to it on @Spotify then? 🎧  Perrie &lt;3
https://t.co/kH5NTAFiWj https://t.co/YePzSdzfam",Hair,"stuck_out_tongue_winking_eye,laughing,headphones",1-Aug-14
Sports,Wrestling,,RT @TheRock: Keep fightin' champ.. praying for you @MuhammadAli. #GOAT,GOAT,,4-Dec-14
Sports,Wrestling,,"RT @JohnCena: There is ALWAYS a special ""something"" about @TheGarden Tonight @WWE LIVE! Honored to be able to step back into the hallowed halls #HLR",HLR,,24-Feb-16
Sports,Soccer,,"RT @youngy18: Mr @ManUtd. What a career! A fantastic leader, example &amp; inspiration for young players. A true legend! #GiggsLegend https://t.co/XFqJvykdSc",GiggsLegend,,22-Jun-15
Art and Entertainment,Social Media,Vine,RT @BrentRivera: It's the little things you do that makes my so crazy and obsessed with you,,,10-Apr-15
Sports,Motorcycling,,RT @TT_Races: 5 weeks until the Isle of Man TT #TTRaces!,TTRaces,,19-Mar-16
Sports,Sports News,,"RT @BBCSport: Manchester United boss Jose Mourinho pulls out of Soccer Aid charity game at Old Trafford

https://t.co/D06zHDoPEr https://t.co/nRtajCcmc7",,,12-Apr-15
Art and Entertainment,Music,,RT @5HonTour: Camila performing All In My Heard (via @writeondinah) #5HToday https://t.co/ffgLjS0b3K,5HToday,,16-Apr-16
Art and Entertainment,Movies and TV,,@bbuk @EmmaWillis @channel5_tv I don't know what I just witnessed but it was awesome af,,,18-Sep-12
Sports,Olympics,,Great season by the @WashingtonCapit but you must find a way to get out of the second round. @ovi8 8 years always 1 or 2 and out #CapsPens,CapsPens,,31-Oct-15
Sports,Soccer,,"RT @Ibra_official: 2015/16 Hard work pays off, and still one to go! https://t.co/1DACsHkaEt",,,7-Apr-14
Art and Entertainment,Movies and TV,Movies,RT @WilliamShatner: So it's not only the #perfectdate day today but it's also #liamday 👍🏻@Real_Liam_Payne @onedirection,"perfectdate,liamday",1,2-May-12
Art and Entertainment,Music,,"RT @Stormzy1: I swear I can talk about imaginary animal fights for hours. Them ""who would win a fight between a Bear and a elephant"" convos lol",,,13-Apr-13
Art and Entertainment,Music,,"@FBIStLouis @FBIWFO @FBILosAngeles @FBIMobileAL @FBI @FBIMostWanted @edsheeran @FBILasVegas Muse's ""2nd Law""",,,22-Aug-16
Art and Entertainment,Social Media,YouTube,@taylorcaniff Germany miss you Too. Please come back 😊,,blush,9-Jan-14
Sports,Sports News,,"RT @br_uk: Over 700 #BEL tournament minutes later, Eden Hazard has scored a goal! #Euro2016 https://t.co/1LSx64Jah2","BEL,Euro2016",,4-Jun-13
Art and Entertainment,Music,,RT @maximumpop: No 10 is a tricky question unless you already know it. Take our @NathanSykes' quiz and see: https://t.co/NhXxXz3V5c https://t.co/9itLOQfNav,,,31-Jul-13
Art and Entertainment,Music,,RT @pixelstroye: already did @troyesivan https://t.co/n354vYNRyu,,,26-Aug-15
Sports,Gymnastics,,"RT @USAGym: Desiderio, Dowell, Gowey, Locklear, Nichols, Schild and Skinner added to Trials roster. #StLouis2016",StLouis2016,,21-Aug-15
Art and Entertainment,Music,,RT @selenagomez: What's that? My new film The Fundamentals of Caring comes out on @Netflix Friday?!?! https://t.co/avyRGZ1I6M,,,8-Aug-15
Sports,Soccer,,RT @EPLBible: Gianluigi Buffon joining in a match between kids whilst on holiday. Class. ⚽️🙌🏼 https://t.co/3IL8ejcuqO,,"soccer,raised_hands",8-Jan-16
Sports,Sports News,,"RT @br_uk: Raining beer in the Lille fan park when Daniel Sturridge hit the winner for #ENG 🍻
[via @johnleicester] #EURO2016
https://t.co/bVJcIeVqEl","ENG,EURO2016",beers,10-Feb-12
Sports,Sports News,,"RT @SportsCenter: Cristiano Ronaldo scored 2 goals to pull Portugal level with Hungary, 3-3. Catch the finish on ESPN or here: https://t.co/6JR7y4rJqG",,,31-Dec-12
Sports,Wrestling,,@WWE thumbs up for a great night! 👍🏽👍🏽👍🏽,,"+1,+1,+1",25-Aug-13
Art and Entertainment,Social Media,YouTube,RT @AmazingPhil: Uploading a video featuring these two little monkeys right NOW @SprinkleofGlitr @danisnotonfire https://t.co/6j3QnbAKaD,,,20-Mar-14
